iso,glottocode,name,family,family_code,classification,macroarea,countries,dialects,names,med,aes,refs,likely_script
adr,adon1237,Adonara,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Bima-Lembata > Flores > Flores-Lembata > Lamaholot Barat > North Lembata-Adonara,Papunesia,ID,Botun|Dulhi|East Adonara|East Solor|Horowura|Kiwangona|Lamakera|Waiwadan|Watan|West Adonara,Nusa Tadon|Sagu|Vaiverang|Waiwerang,grammar sketch,not endangered,13,Latin
ads,adam1238,Adamorobe Sign Language,Sign Language,sign1238,Sign Language > L1 Sign Language,Africa,GH,,Adamorobe|Adamorobe-Gebärdensprache|Adomoróbe-táknmál|Lengua de señas adamorobe|Língua Gestual de Adamorobe|アダモロベ手話,grammar,shifting,18,
adt,adny1235,Adnyamathanha,Pama-Nyungan,pama1250,Pama-Nyungan > Arandic-Thura-Yura > Thura-Yura > Core Thura Yura > Northern Thura-Yura,Australia,AU,,Ad'n'amadana|Adiñamantana|Adjnjamatana|Adjnjamathanha|Adnamadana|Adnamatana|Adnjamadana|Adnjamadana Wailbi|Adnjamadhanha|Adnjamatana|Adnjamathanha|Adnjamathera,grammar sketch,shifting,76,Latin
adu,adug1238,Aduge,Bookkeeping,book1242,Bookkeeping,Africa,NG,,,Wordlist or less,threatened,2,Latin
adw,amun1246,Amundava,Tupian,tupi1275,Tupian > Eastern Tupian > Maweti-Guarani > Aweti-Guarani > Tupi-Guarani > Tupi-Guarani Subgroup VI > Kawahiva > Nuclear Kawahiva > Central Kawahiva > Amondava-Uru-Eu-Wau-Wau,South America,BR,,Amondawa|Amondáwa|Amundawa|Amundáwa|Diahoi|Diahói|Diarroi|Djahui|Jiahui|Juma|Karipuna|Kawahib/Paranawat/Pawaté-Wirafed,Wordlist or less,threatened,23,Latin
adx,amdo1237,Amdo Tibetan,Sino-Tibetan,sino1245,Sino-Tibetan > Bodic > Bodish > Early Old Tibetan > Middle Old Tibetan > North-Eastern Tibetic,Eurasia,CN,Arik|Chabcha|Conservative Amdo Farmer|Conservative Amdo Nomad|Eastern Qinghai Amdo|Huang-chung-hsien|Innovative Amdo Farmer|Labrang|Mdzorganrabar|Mkharmar|Ndzorge|Ngakhok|Ngawa|North Eastern Qinghai Amdo|Northern Sichuan Amdo|Padma|Rebkong|Rkangtsha|Rmagsar|Rmastod|Rngaba|Rtsekhog|Sertha/Golok|Shando|Themchen,"Amdo|Amdo Tibetan language|Amdoeg|Anduo|Język amdo|Ngambo|Tibetan (Amdo)|Tibetan, Amdo|Tibetan,Amdo|hBrogpa|安多方言",long grammar,not endangered,90,Tibetan
ady,adyg1241,West Circassian,Abkhaz-Adyge,abkh1242,Abkhaz-Adyge > Circassian,Eurasia,IL;JO;RU;SY;TR,Abadzex|Bezhedukh|Natuzaj|Shapsug|Temirgoi|Xakuchi,Abydh|Abzakh|Abzax|Adiga|Adigea lingvo|Adigece|Adigeg|Adigejski jezik|Adigué|Adygei|Adygeische Sprache|Adygeiska,long grammar,threatened,64,Cyrillic
adz,adze1240,Adzera,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Huon Gulf > Markham > Upper Markham,Papunesia,PG,,Acira|Atsera|Atzera|Azera,grammar sketch,threatened,82,Latin
aea,areb1238,Areba,Pama-Nyungan,pama1250,Pama-Nyungan > Paman > Norman Pama > Kuthant-Gurdjar > Rib-Gurdjar,Australia,AU,,A:rap|Araba|Ariba|Aripa|Kurtjar|Ngariba|Rib|Ribh,phonology/text,extinct,5,Latin
aeb,tuni1259,Tunisian Arabic,Afro-Asiatic,afro1255,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Arabian > Arabic > North African Arabic > Western Middle Arabic > Maghrebi > Malta-Tunisian Arabic,Africa;Eurasia,DZ;LY;TN,Alger Judeo-Arabic|Judeo-Tunisian Arabic|North-Western Tunisian|Sahil|Sfax|South-Eastern Tunisian|South-Western Tunisian|Tunis (Tunisian Arabic)|Tunis Judeo-Arabic,"Arabe tunisiano|Arabe tunisien|Arabeg Tunizia|Arabic|Arabic (Tunis)|Arabic (Tunisian)|Arabic (Western)|Arabic, Tunisian Spoken|Tunesisch-Arabisch|Tunisian|Tunisian Darija|Tunisian Spoken",long grammar,not endangered,445,Arabic
aec,said1239,Saidi Arabic,Afro-Asiatic,afro1255,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Arabian > Arabic > Egyptic Arabic > Egypto-Sudanic Arabic,Africa,EG;SD,Asyūṭ–Gina|Asyūṭ–Luxor|Bʿēri|Esna–Assuan and South of Luxor–Assuan|Gina–Assuan|Nagʿ Ḥammādi–South of Gina|Northern Middle Egypt Arabic|South Bani Swēf–ilMinya|South Gize-North Bani Swēf-ilFayyūm|Southern Minya|Upper Egypt Arabic|Western Desert Egyptian Arabic,"Arabic|Arabic, Sa`idi Spoken|Sa'idi Arabic|Sa`idi|Saidi arapski|Upper Egypt Arabic|Саудиски арапски јазик|صعيدى|لهجة صعيدية",long grammar,not endangered,15,Arabic
aed,arge1236,Argentine Sign Language,Sign Language,sign1238,Sign Language > L1 Sign Language,South America,AR,,LSA|Lengua de Señas Argentina,long grammar,not endangered,19,
aee,nort2666,Northeast Pashayi,Indo-European,indo1319,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Pashayi > Eastern Pashayi,Eurasia,AF,Aret|Chalas|Kandak|Kurangal|Kurdar,"Dardu|Northeastern Pašaī|Pasayí|Pashai|Pashayi, Northeast",grammar sketch,threatened,9,Arabic
aek,haek1239,Haeke,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > New Caledonian > Mainland New Caledonian > Northern New Caledonian > Mid-Northern New Caledonian > Voh-Kone-Cem-Pac > Voh-Kone > Bwatooic > Haeke-Bwatoo,Papunesia,NC,,'Aeke|Aeke|Haeake|Neukaledonien,phonology/text,moribund,6,Latin
ael,ambe1247,Ambele,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Wide Grassfields,Africa,CM,,Ambala|Bata'o|Lembala|Tentwa'|Tinta,phonology/text,threatened,13,Latin
aem,arem1240,Arem,Austroasiatic,aust1305,Austroasiatic > Vietic > Chutic > East Chutic,Eurasia,LA;VN,,A-Rem|Arem language|Aremo|Chombrau|Chomrau|Umo,phonology/text,nearly extinct,8,Latin
aen,arme1259,Baraninsky Armenian Sign Language,Sign Language,sign1238,Sign Language > Auxiliary Sign Systems,Eurasia,AM,,Armenian Sign Language,grammar sketch,not endangered,19,
aeq,aerr1238,Aer,Indo-European,indo1319,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Apabhramsic > Gujarati-Rajasthani > Gujaratic > Western Gujaratic,Eurasia,PK,Jamesabad Aer|Jikrio Goth Aer,,phonology/text,shifting,5,Arabic
aer,east2379,Eastern Arrernte,Pama-Nyungan,pama1250,Pama-Nyungan > Arandic-Thura-Yura > Arandic > South Arandic > Upper Arrernte > Central-Eastern Arrernte,Australia,AU,Akarre|Ikngerripenhe|Mparntwe Arrernte|Northern Arrernte,A'randa|Aldolanga|Aldolinga|Alitera|Aranda|Aranda (Eastern)|Aranta|Arinta|Arranda|Arrernte|Arrernte (Eastern)|Arrernte (Mparntwe),long grammar,shifting,38,Latin
aes,alse1251,Alsea-Yaquina,isolate,,,North America,US,Alsea|Yaquina,Alsea|Alsean|Alséya|Aslean|Iakon|Yakona|Yakonan|Yakwina|Yaquina,long grammar,extinct,27,Latin
aeu,akeu1235,Akeu,Sino-Tibetan,sino1245,Sino-Tibetan > Burmo-Qiangic > Lolo-Burmese > Loloish > Hani-Jino > Bisoid-Hanic > Hanic > Ha-Ya > Akhaic > Akeuic,Eurasia,CN;LA;MM;TH,,Aki|Akui|阿克,phonology/text,shifting,13,Latin
aew,amba1269,Ambakich,Keram,kera1258,Keram > East Keram,Papunesia,PG,Northern Ambakich|Southern Ambakich,Aion|Porapora,phonology/text,shifting,11,Latin
aex,amer1256,Amerax,Bookkeeping,book1242,Bookkeeping,,,,,Wordlist or less,,1,
aey,amel1241,Amele,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Croisilles > Mabuso > Gum,Papunesia,PG,Haija|Huar|Jagahala,Amale,long grammar,threatened,123,Latin
aez,aeka1244,Aeka,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Greater Binanderean > Binanderean > Nuclear Binanderean > South Binanderean > Orokaivic,Papunesia,PG,,Aeka (orokaivic),Wordlist or less,not endangered,8,Latin
afb,gulf1241,Gulf Arabic,Afro-Asiatic,afro1255,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Arabian > Arabic > Arabian Peninsula Arabic > North Arabian Beduin Arabic,Eurasia,AE;BH;IQ;IR;KW;OM;QA;SA;YE,Al-Hasaa|Al-Hasâ|Bahraini Gulf Arabic|Khamseh|Kuwaiti Hadari Arabic|North Qatari Arabic|South Qatari Arabic|Zubair-Faau Arabic,"Arabe du Golfe|Arabeg ar Pleg-mor|Arabic|Arabic (Eastern)|Arabic (Gulf)|Arabic, Gulf Spoken|Bedawi|Eastern Arabian|Gulf Spoken|Język arabski rejonu Zatoki Perskiej|Khaliji|Omani Bedawi Arabic",long grammar,not endangered,66,Arabic
afd,anda1283,Andai,Arafundi,araf1243,Arafundi,Papunesia,PG,Andambit|Imboin|Kaiyam|Kupin|Namata,Alfendio|Arafundi|Imboin|Meakambut|Pundungum|Wangkai,Wordlist or less,shifting,11,Latin
afe,putu1241,Utugwang-Irungene-Afrike,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Bendic > Nuclear Bendic,Africa,NG,Afrike|Irungene|Mgbenege|Okorogung|Ukwortung|Utugwang,Mbe Afal|Mbube Eastern|Putukwam|Utugwang,phonology/text,not endangered,14,Latin
afg,afgh1239,Afghan Sign Language,Sign Language,sign1238,Sign Language > L1 Sign Language,Eurasia,AF,,,phonology/text,not endangered,7,
afh,afri1275,Afrihili,Artificial Language,arti1236,Artificial Language,Africa,GH,,,Wordlist or less,,1,Latin
afi,akru1241,Chini,Ramu,ramu1234,Ramu > Goam > Tamolan,Papunesia,PG,,Akrukay|Akruray,phonology/text,moribund,11,Latin
afk,nanu1240,Nanubae-Imangae,Arafundi,araf1243,Arafundi,Papunesia,PG,Imanmeri|Nanbay|Wamblamas|Yamandim,Alfendio|Arafundi|Aunda|Imboin|Kapagmai|Lower Arafundi|Nanubae|Tapei|Upper Arafundi,Wordlist or less,shifting,14,Latin
afn,defa1248,Defaka,Ijoid,ijoi1239,Ijoid,Africa,NG,,Afakani|Defaka jezik|Defaka language|Defaka-Nkooro|Defakeg,grammar,moribund,23,Latin
afo,eloy1241,Ajiri,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Benue-Congo Plateau,Africa,NG,Ambu Ajiri|Mbeki Ajiri|Riverside Ajiri,Afao|Afo|Afu|Aho|Eloyi|Epe|Keffi,Wordlist or less,not endangered,21,Latin
afp,tape1242,Tapei,Arafundi,araf1243,Arafundi,Papunesia,PG,Awim|Imboin-Awim,Alfendio|Arafundi|Aunda|Imboin|Kapagmai|Lower Arafundi|Nanubae|Upper Arafundi,phonology/text,shifting,36,Latin
afr,afri1274,Afrikaans,Indo-European,indo1319,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > Macro-Dutch > Middle-Modern Dutch > Modern Dutch > Global Dutch > Afrikaansic,Africa,BW;MZ;NA;ZA;ZM;ZW,Cape Afrikaans|East Cape Afrikaans|Orange River Afrikaans,Afrikaanca|Afrikaani keel|Afrikaans (Standard)|Afrikaans leid|Afrikaans mál|Afrikaans nyelv|Afrikaansk|Afrikandu valoda|Afrikaneg|Afrikans simi|Afrikansa lingvo|Afrikansum,long grammar,not endangered,1238,
afs,afro1254,Afro-Seminole Creole,Indo-European,indo1319,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglic > Later Anglic > Middle-Modern English > Macro-English > Guinea Coast Creole English > Caribbean English Creole > Eastern Caribbean Creole > Gullah-Nevis-Antigua > Gullah,North America,MX;US,,,Wordlist or less,moribund,2,Latin
aft,afit1238,Afitti,Nyimang,nyim1244,Nyimang,Africa,SD,,Affiti|Affitti|Dinik|Ditti|Unietti,phonology/text,shifting,12,
afu,awut1241,Awutu,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Guang > South Guang,Africa,GH,Efutu|Nuclear Awutu|Senya,Guang,grammar sketch,shifting,19,Latin
afz,obok1239,Obokuitai,Lakes Plain,lake1255,Lakes Plain > Tariku > East Tariku > Eritai-Obokuitai-Biritai,Papunesia,ID,,Aliki|Ati|Baburiwa|Obogwitai|Obokuitái,grammar sketch,shifting,10,Latin
aga,agua1251,Aguano,Unattested,unat1236,Unattested > Arawakan (Unattested),South America,PE,,Aguanu|Awano|Santa Crucino|Uguano,Wordlist or less,extinct,2,Latin
agb,legb1242,Legbo,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Delta Cross > Upper Cross > Central Upper Cross > East-West Central Delta Cross > Mbembe-Legbo > Legboic,Africa,NG,,Agbo|Gbo|Igbo|Imaban|Itigidi,phonology/text,not endangered,35,Latin
agc,agat1236,Agatu,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Idomoid > Akweya > Etulo-Idoma > Nuclear Idoma > Idoma-Agatu-Okpogu,Africa,NG,,North Idoma|Ochekwu,Wordlist or less,not endangered,18,Latin
agd,agar1252,Agarabi,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Kainantu-Goroka > Kainantu > Gauwa > Gadsup-Agarabi,Papunesia,PG,,Agarabe|Bare|Gadsup|Gadsup (Agarabi),grammar sketch,not endangered,47,Latin
age,anga1293,Angal,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Enga-Kewa-Huli > Kewa-Huli > Sau-Angal-Kewa > Angal-Kewa > Angal Mendi,Papunesia,PG,,East Angal|Mendi|North Mendi,grammar sketch,not endangered,7,Latin
agf,argu1237,Arguni,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Tanimbar-Bomberai > Nuta,Papunesia,ID,,Argoeni,grammar sketch,shifting,16,Latin
agg,ango1254,Angor,Senagi,sena1264,Senagi,Papunesia,PG,Nai (Angor)|Samanai,Anggor|Senagi|Watapor,long grammar,shifting,72,Latin
agh,ngel1238,Ngelima,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > North Zaire River > Rivers Bantu > Ngiri > Ngiri Terrien > Ngombe-Ababuan > Ababuan > Old Bomokandian > Middle Bomokandian > Late Bomokandian,Africa,CD,Beo (Democratic Republic of Congo)|Buru|Hanga (Democratic Republic of Congo)|Tungu,Angba|Bangalema|Bangelima|Beo|Leangba|Lebeo,grammar sketch,not endangered,12,Latin
agi,agar1251,Agariya,Unattested,unat1236,Unattested > Dravidian (Unattested),Eurasia,IN,,Agaria|Agharia|Agoria,Wordlist or less,not endangered,5,Devanagari
agj,argo1244,Argobba,Afro-Asiatic,afro1255,Afro-Asiatic > Semitic > West Semitic > Ethiosemitic > South Ethiopic > Amharic-Argobba,Africa,ET,,Argoba|Argobba jezik|Argobba language|Argobeg|Język argobba|لغة أرغوبية,long grammar,threatened,49,Ethiopic
agk,isar1235,Isarog Agta,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bikol > Inagta Bikol,Papunesia,PH,,"Agta d'Isarog|Agta de Isarog|Agta, Isarog|Bikol",phonology/text,nearly extinct,12,Latin
agl,femb1238,Fembe,East Strickland,east2433,East Strickland,Papunesia,PG,,Agala|Sinale,phonology/text,shifting,11,Latin
agm,anga1290,Angaataha,Angan,anga1289,Angan,Papunesia,PG,,Angaatiha|Angaatiya|Angataha|Langimar,grammar,not endangered,27,Latin
agn,agut1237,Agutaynen,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Palawanic-Kalamian > Kalamian,Papunesia,PH,,Agutaynen jezik|Agutaynen language|Agutayno|Agutaynon|Lingua agutaynen,grammar sketch,not endangered,59,Latin
ago,tain1253,Tainae,Angan,anga1289,Angan > Nuclear Angan > Ankave-Tainae-Akoye > Tainae-Akoye,Papunesia,PG,,Andarum|Ivori,grammar,not endangered,18,Latin
agq,aghe1239,Aghem,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Wide Grassfields > Narrow Grassfields > Ring > Center-West Ring > West Ring > Aghemic > Aghem-Weh,Africa,CM,,Wum|Yum,grammar,not endangered,58,Latin
agr,agua1253,Aguaruna,Chicham,jiva1245,Chicham,South America,PE,,Aents|Aguajun|Aguaruna language|Agvarunų kalba|Ahuajun|Awahun|Awahun simi|Awajun|Awajún|Awaruna|Idioma aguaruna|Lingua aguaruna,long grammar,threatened,213,Latin
ags,esim1238,Esimbi,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Tivoid,Africa,CM;NG,,Aage|Age|Bogue|Essimbi|Isimbi|Mburugam|Simpi,grammar sketch,not endangered,18,Latin
agt,cent2084,Central Cagayan Agta,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Northern Luzon > Cagayan Valley > Ibanagic > Gaddangic,Papunesia,PH,,"Agta|Agta (Central Cagayan)|Agta (Central)|Agta de Cagayan central|Agta de Cagayán central|Agta, Central Cagayan|Central Agta|Central Cagayan",grammar sketch,shifting,37,Latin
agu,agua1252,Aguacateco,Mayan,maya1287,Mayan > Core Mayan > Quichean-Mamean > Greater Mamean > Ixilan,North America,GT,,Aguacatec|Aguacateeks|Aguacatekisk|Aguatec Maya|Aguateca|Awakatek|Awakatek language|Awakateko|Idioma aguacateco|Lingua aguacateca|Língua aguacateca|Авакатечки јазик,grammar sketch,threatened,73,Latin
agv,remo1247,Hatang Kayi,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Central Luzon,Papunesia,PH,,"Agta, Remontado|Hatang-Kayey|Remontado Agta|Remontado Dumagat|Sinauna",grammar sketch,moribund,10,Latin
agw,kahu1241,Kahua,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southeast Solomonic > Longgu-Malaita-Makira > Malaita-Makira > Makira,Papunesia,SB,,Anganiwai|Anganiwei|Chaha|Narihua|Südliche Salomons-Inseln|Wanoni,grammar sketch,not endangered,2,Latin
agx,aghu1253,Aghul,Nakh-Daghestanian,nakh1245,Nakh-Daghestanian > Daghestanian > Lezgic > Samur > Eastern Samur > Tabasaran-Aghul-Lezgi > Aghul-Lezgi > Aghulic,Eurasia,AZ;RU,Central Agul|Cirxe|Fite|Gequn|Huppuq|Keren,Aghul language|Aghulische Sprache|Aghulshuy|Agul|Agula lingvo|Agulin kieli|Aguly|Ağul ç'al|Język agulski|Lingua agul|Língua agul|Агулски јазик,long grammar,shifting,33,Cyrillic
agy,sout2905,Southern Alta,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Northern Luzon > Meso-Cordilleran,Papunesia,PH,,"""Baluga""|""Kabalat""|Alta, Southern|Baluga|Ita|Kaboloan|Kabulowan|Kabuluen|Kabuluwan|Kabuluwen|Pugot",long grammar,moribund,7,Latin
agz,mtir1235,Mt. Iriga Agta,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bikol > Inagta Bikol,Papunesia,PH,,"Agta, Mt. Iriga|Bikol|Lake Buhi West|Mt. Iriga Negrito|San Ramon Inagta",Wordlist or less,threatened,12,Latin
aha,ahan1243,Ahanta,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Central Tano > Bia > Southern Bia,Africa,GH,,,grammar sketch,not endangered,44,Latin
ahb,axam1237,Axamb,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Malakula > Eastern Malakula linkage > Central-Southeast Malakula > Southeastern Malakula linkage > Port Sandwich-Axamb-Avok,Papunesia,VU,,Ahamb|Akamb|Akhamb|Mallicolo|naujin sdrato [nauˈtʃin sndraˈto] ‘our language’,long grammar,shifting,14,Latin
ahe,ahea1240,Ahe,Bookkeeping,book1242,Bookkeeping,,,,,Wordlist or less,,1,
ahg,qima1242,Qimant,Afro-Asiatic,afro1255,Afro-Asiatic > Cushitic > Agaw > Northern-Eastern-Western Agaw,Africa,ER;ET,Dembiya|Falasha|Kimant|Qwara,Agaw|Chemant|Falasha|Falaša|K'emant|Kamant|Kemanat|Kemant|Kimant|Kimanteney|Kwara|Lenga Qimant,long grammar,moribund,67,Ethiopic
ahh,aghu1255,Aghu,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Asmat-Awyu-Ok > Awyu-Ok > Greater Awyu > Awyu-Dumut > Awyu > Mappi-Digul Awyu,Papunesia,ID,,Aghu jezik|Aghu language|Auju|Awju|Djair|Dyair|Język aghu|ภาษาอาคู,grammar,threatened,13,Latin
ahi,tiag1235,Tiagbamrin Aizi,Kru,krua1234,Kru > Greater Western Kru > Western Kru > Grebo-Aizi > Aizi,Africa,CI,,"Ahizi|Aizi|Aizi, Tiagbamrin|Lélémrin|Tiagba",grammar sketch,not endangered,8,Latin
ahk,akha1245,Akha,Sino-Tibetan,sino1245,Sino-Tibetan > Burmo-Qiangic > Lolo-Burmese > Loloish > Hani-Jino > Bisoid-Hanic > Hanic > Ha-Ya > Akhaic,Eurasia,CN;LA;MM;TH;VN,Ako|Asong,Ahka|Aini|Ak'a|Aka|Akha language|Ako|Asong|Bahasa Akha|Ekaw|Hka Ko|Ikaw|Ikor,long grammar,not endangered,109,Latin
ahl,igoo1238,Igo,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Ka-Togo > Kposo-Ahlo-Bowili,Africa,GH;TG,,Achlo|Ago|Ahlon|Ahlon-Bogo|Ahlõ|Ahonlan|Anlo,long grammar,shifting,22,Latin
ahm,mobu1235,Mobumrin Aizi,Kru,krua1234,Kru > Greater Western Kru > Western Kru > Grebo-Aizi > Aizi,Africa,CI,,"Ahizi|Aizi|Aizi, Mobumrin",long grammar,threatened,8,Latin
ahn,ahan1244,Àhàn,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Defoid > Ayere-Ahan,Africa,NG,,Ahaan|Ahan,grammar,shifting,8,Latin
aho,ahom1240,Ahom,Tai-Kadai,taik1256,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Tai P > Shanic > Sukaphic,Eurasia,IN,,Tai Ahom,grammar sketch,extinct,39,"Ahom, Tai Ahom"
ahp,apro1235,Aproumu Aizi,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Unclassified Volta-Congo,Africa,CI,,"Ahizi|Aizi|Aizi, Aproumu|Aprou|Aproumu|Aprwe|Oprou",phonology/text,threatened,9,Latin
ahr,ahir1243,Ahirani,Bookkeeping,book1242,Bookkeeping,Eurasia,IN,,Ahiri|Dhed Gujari|Khandesi,,not endangered,,Devanagari
ahs,ashe1269,Ashe,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Benue-Congo Plateau > West-Central Benue-Congo Plateau > Northwestern Benue-Congo Plateau > Koroic > Tinoric,Africa,NG,,Ache|Ala|Koro|Koro Makama|Koron Ache|Koron Ala,phonology/text,not endangered,3,Latin
aht,ahte1237,Ahtena,Athabaskan-Eyak-Tlingit,atha1245,Athabaskan-Eyak-Tlingit > Athabaskan-Eyak > Athabaskan > Southern Alaskan Athabaskan,North America,US,Central Copper River Ahtna|Lower Copper River Ahtna|Mentasta|Nuclear Ahtna|Western Ahtna,Ah-tena|Ahtena jezik|Ahtna|Ahtna kalba|Ahtna language|Atna|Copper River|Lenga ahtena|Lingua ahtna|Língua ahtna|Mednovskiy|Nabesna,phonology/text,nearly extinct,330,Latin
aia,aros1241,Arosi,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southeast Solomonic > Longgu-Malaita-Makira > Malaita-Makira > Makira,Papunesia,SB,Nuclear Arosi|Wango,,grammar,not endangered,24,Latin
aib,ainu1251,Ainu (China),Turkic,turk1311,Turkic > Common Turkic > Kipchak-Turkestan > Turkestan > Modern Turkestan > Uyghuric,Eurasia,CN,East-Central Ejnu|West Ejnu,Abdal|Aini|Ainoueg|Ainu|Ayni dili|Ayni tili|Aynu|Aíníska|Aïnou|Eynu|Idioma aini|Lingua aini,grammar,shifting,26,Arabic
aic,ainb1238,Ainbai,Border,bord1247,Border > Bewani > Pagi-Kilmeri,Papunesia,PG,,Ainba,phonology/text,shifting,4,Latin
aid,alng1239,Alngith,Pama-Nyungan,pama1250,Pama-Nyungan > Paman > Northern Pama > Linngithigh-Alngith,Australia,AU,,Alingid|Alingit|Alngid|Alngidh|Alngith jezik|Alngith language|Alŋit̯|Laynngith|Laynngithy|Laynŋit̯|Lenga alngith|Lengiti,phonology/text,extinct,9,Latin
